행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
[예술지원사업] 제23회 남동무용단 정기공연 <춤 한자락>,인천대공원 어울큰마당,무용,2025-10-27,2025-10-27,15:00,17:00,무료,남동구문화예술회 무용분과,남동구문화예술회 무용분과,,,,,,,,,, ,인천광역시 남동구 무네미로 236,,,,2026-03-07,3530000,인천광역시 남동구
"[예술지원사업] 호수, 낙엽, 그림, 음악 심쿵어울림 한마당",해오름 호수공원(남동소래아트홀 수변무대),기획공연,2025-10-26,2025-10-26,17:00,19:00,무료,소래음악사랑회,소래음악사랑회,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
마리아 킴 재즈 콘서트,남동소래아트홀,재즈콘서트,2025-10-25,2025-10-25,19:00,21:00,유료,남동소래아트홀,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
[예술지원사업] 2025 제4회 인천청년예술제 <소래>,인천시청 앞 인천애뜰,청년예술제,2025-10-19,2025-10-19,16:20,18:20,무료,청년예술단체 코드아트,청년예술단체 코드아트,,,,,,,,,, ,인천광역시 남동구 정각로 29,,,,2026-03-07,3530000,인천광역시 남동구
[예술지원사업] 장애인 오케스트라와 함께하는 팝페라웨이브 콘서트,인천문화예술회관 소공연장,팝페라,2025-10-11,2025-10-11,19:00,21:00,무료,팝페라웨이브,팝페라웨이브,,,,,,,,,, ,인천광역시 남동구 예술로 149 인천종합문화예술회관,,,,2026-03-07,3530000,인천광역시 남동구
2025년 문화예술복지 사업 : 우리집 옆 예술家 프로젝트(원도심 주민 대상 공연 / 만수동),만수요양원 주차장 야외무대,기획공연,2025-10-02,2025-10-02,14:00,15:00,무료,남동문화재단,남동문화재단,,,,,,,,,, ,인천광역시 남동구 인주대로888번길 20 만수요양원,,,,2026-03-07,3530000,인천광역시 남동구
마실: 빅타이거 그룹 B.G.M 퓨전재즈콘서트,남동소래아트홀,재즈콘서트,2025-09-24,2025-09-24,11:00,12:20,유료,남동소래아트홀,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
뮤지컬 <앤ANNE>: 배리어프리,남동소래아트홀,뮤지컬,2025-09-19,2025-09-19,15:00,16:45,유료,남동문화재단,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
[예술지원사업] 제3회 아마레 정기연주 (자선음악회),인천문화예술회관 소극장,자선음악회,2025-09-13,2025-09-13,19:00,21:00,무료,아마레 오페라단,아마레 오페라단,,,,,,,,,, ,인천광역시 남동구 예술로 149 인천종합문화예술회관,,,,2026-03-07,3530000,인천광역시 남동구
[예술지원사업] 인천광역시 남동구문화예술회 연극분과 2025년도 정기공연 [人生],남동소래아트홀?,연극,2025-09-03,2025-09-03,15:00,17:00,무료,인천광역시 남동구문화예술회 연극분과,인천광역시 남동구문화예술회 연극분과,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
마실: 국립국악원 - 관현악 <축제>,남동소래아트홀,마티네콘서트,2025-08-27,2025-08-27,11:00,13:00,유료,남동문화재단,국립국악원,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
연극 <비기닝>,남동소래아트홀,연극,2025-08-22,2025-08-22,19:00,20:30,유료,남동문화재단,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
[예술지원사업] 제 1회 썸머 N 매직쇼 - 마술책방,남동소래아트홀,매직쇼,2025-08-16,2025-08-16,11:00,13:00,유료,씨에이치아트컴퍼니,씨에이치아트컴퍼니,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
[예술지원사업] Melody in cello 2025년 최보혜 첼로 리사이틀,남동소래아트홀,첼로공연,2025-08-12,2025-08-12,19:00,21:00,무료,최보혜,최보혜,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
2025년 문화예술복지 사업 : 따뜻한 문화예술 공연 프로젝트(2025.8.7./만월종합사회복지관),만월종합사회복지관,기획공연,2025-08-07,2025-08-07,16:00,18:00,무료,남동문화재단,남동문화재단,,,,,,,,,, ,"인천광역시 남동구 서판로 54번길 12, 4층 강당",,,,2026-03-07,3530000,인천광역시 남동구
댄스시어터샤하르 창작발레 <레미제라블>,남동소래아트홀,발레,2025-07-11,2025-07-11,19:30,21:30,유료,남동문화재단+댄스시어터샤하르,예술경영지원센터,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
마실: 유희스카 니나노 판서트,남동소래아트홀,판서트,2025-06-25,2025-06-25,11:00,13:00,유료,남동소래아트홀,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
"2025년 남동 온 스테이지 ep.4 : 여름밤, 우리",논현포대 근린공원 야외공연장,기획공연,2025-06-14,2025-06-14,19:30,20:30,무료,남동문화재단,남동문화재단,,,,,,,,,, ,,"인천광역시 남동구 논현동 648-1, 논현포대근린공원 야외공연장",,,2026-03-07,3530000,인천광역시 남동구
앰비규어스댄스컴퍼니 <피버 FEVER>,남동소래아트홀,무용,2025-06-14,2025-06-14,19:00,21:00,유료,남동문화재단+앰비규어스댄스컴퍼니,예술경영지원센터,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
융복합 연희마당극 <제주 옹고집전>,남동소래아트홀,마당극,2025-05-31,2025-05-31,15:00,17:00,무료,문화체육관광부+(재)전통공연예술진흥재단+ 남동문화재단,"문화체육관광부/(재)전통공연예술진흥재단, 남동문화재단",,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
마실: 서커스디랩 혼둘혼둘/그럼에도 불구하고,남동소래아트홀 소래극장,콘서트,2025-05-28,2025-05-28,11:00,13:00,유료,남동소래아트홀,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
[대관]가족뮤지컬<피터팬>,남동소래아트홀,뮤지컬,2025-05-24,2025-05-24,10:00,12:00,유료,남동문화재단,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
연극 <세일즈맨의 죽음>,남동소래아트홀,연극,2025-05-17,2025-05-17,19:00,21:50,유료,남동소래아트홀,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
2025년 문화예술복지 사업 : 따뜻한 문화예술 공연 프로젝트(2025.5.16./남동구노인인력개발센터),남동구노인인력개발센터,문화예술공연,2025-05-16,2025-05-16,10:00,11:30,무료,남동문화재단,남동문화재단,,,,,,,,,, ,"인천광역시 남동구 문화서로62번길 13 별관동 2, 3층",,,,2026-03-07,3530000,인천광역시 남동구
2025년 문화예술복지 사업 : 따뜻한 문화예술 공연 프로젝트(2025.5.10./남동청소년센터),남동청소년센터 1층 어울림터,문화예술공연,2025-05-10,2025-05-10,14:00,15:30,무료,남동문화재단,남동문화재단,,,,,,,,,, ,인천광역시 남동구 만수서로 70(만수동),,,,2026-03-07,3530000,인천광역시 남동구
2025 남동문화재단 상주단체 레퍼토리 공연 - 요절복통 옹고집 <진짜와 가짜>,남동소래아트홀 소공연장,마당극,2025-05-10,2025-05-10,16:00,17:00,유료,남동문화재단,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
2025 남동문화재단 상주단체 레퍼토리 공연 - 요절복통 옹고집 <진짜와 가짜>,남동소래아트홀 소공연장,마당극,2025-05-09,2025-05-09,19:30,20:30,유료,남동문화재단,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
2025 남동문화재단 상주단체 레퍼토리 공연 - 요절복통 옹고집 <진짜와 가짜>,남동소래아트홀 소공연장,마당극,2025-05-09,2025-05-09,11:00,12:00,유료,남동문화재단,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
마실: 오직목소리 아카펠라 콘서트 큰개불알풀꽃,남동소래아트홀 소래극장,콘서트,2025-04-30,2025-04-30,11:00,12:00,유료,남동소래아트홀,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
신귀복 가곡 음악회 ＜가곡의 별＞,남동소래아트홀 대공연장,음악회,2025-03-15,2025-03-15,19:00,20:30,유료,남동문화재단+함박우슴,예술경영지원센터,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
마실: 윤한 로맨스 인 리듬,남동소래아트홀 소래극장,콘서트,2025-02-26,2025-02-26,11:00,12:00,유료,(재)남동문화재단,(재)남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
2024-25 허각 전국투어 콘서트 〈공연각〉 in 인천,남동소래아트홀 대공연장,콘서트,2025-01-05,2025-01-05,17:00,19:00,유료,㈜아이오아이홀딩스,㈜오에스프로젝트,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
2024-25 허각 전국투어 콘서트 〈공연각〉 in 인천,남동소래아트홀 대공연장,콘서트,2025-01-04,2025-01-04,18:00,20:00,유료,㈜아이오아이홀딩스,㈜오에스프로젝트,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
스타인웨이 위너콘서트 인 코리아 <이판 우 리사이틀>,남동소래아트홀,피아노,2026-03-14,2026-03-14,15:00,17:00,유료,남동문화재단,남동문화재단,,,,,,,,,, ,인천광역시 남동구 아암대로1437번길 32(논현동),,,,2026-03-07,3530000,인천광역시 남동구
인디스테이션 : 다섯 X 신인류,달서아트센터 청룡홀,인디밴드 다섯과 신인류가 선보이는 무대,2026-03-14,2026-03-14,17:00,19:30,유료,(재)달서문화재단 달서아트센터,(재)예술경영지원센터,,문화체육관광부,455,50000~70000,8세이상,,,http://www.dsac.or.kr,, ,대구광역시 달서구 문화회관길 160(장기동),대구광역시 달서구 장기동 722-1,35.84342427,128.5228246,2026-03-11,3470000,대구광역시 달서구
신춘음악회 : 이 무지치 베네치아니,달서아트센터 청룡홀,"바로크 명곡을 고풍스러운 복식, 소품과 함께 선보이는 공연",2026-03-10,2026-03-10,19:30,21:00,유료,(재)달서문화재단 달서아트센터,(재)달서문화재단 달서아트센터,,,455,50000,7세이상,,,http://www.dsac.or.kr,, ,대구광역시 달서구 문화회관길 160(장기동),대구광역시 달서구 장기동 722-1,35.84342427,128.5228246,2026-03-11,3470000,대구광역시 달서구
판소리 <긴긴밤>,달서아트센터 청룡홀,판소리와 연극이 결합된 새로운 형식의 공연,2026-03-20,2026-03-20,19:30,21:00,유료,(재)달서문화재단 달서아트센터,(재)달서문화재단 달서아트센터,,,455,20000,8세이상,,,http://www.dsac.or.kr,, ,대구광역시 달서구 문화회관길 160(장기동),대구광역시 달서구 장기동 722-1,35.84342427,128.5228246,2026-03-11,3470000,대구광역시 달서구
제930회 금정수요음악회 <초심으로>,금정문화회관 은빛샘홀,바이올린독주,2026-06-24,2026-06-24,19:30,21:30,유료,금정문화회관,금정문화회관,051-519-5664,,370,1만원,초등학생 이상 관람가,50(국가유공자+장애우+학생)+20(정기회원+단체 20인이상+예술인패스),,http://art.geumjeong.go.kr/,,Y,부산광역시 금정구 체육공원로 7(구서동),,35.24591888,129.094474,2026-03-15,3350000,부산광역시 금정구
제929회 금정수요음악회 <문학속에 흐르는 클래식 시리즈 2 마지막 칸타타>,금정문화회관 은빛샘홀,실내악공연,2026-06-17,2026-06-17,19:30,21:30,유료,금정문화회관,금정문화회관,051-519-5664,,370,1만원,초등학생 이상 관람가,50(국가유공자+장애우+학생)+20(정기회원+단체 20인이상+예술인패스),,http://art.geumjeong.go.kr/,,Y,부산광역시 금정구 체육공원로 7(구서동),,35.24591888,129.094474,2026-03-15,3350000,부산광역시 금정구
"제928회 금정수요음악회 <프로인트엠 피아노앙상블과 함께하는 낭만의 미학 - 교육자로서의 낭만 작곡가, 음악의 대화>",금정문화회관 은빛샘홀,실내악공연,2026-06-10,2026-06-10,19:30,21:30,유료,금정문화회관,금정문화회관,051-519-5664,,370,1만원,초등학생 이상 관람가,50(국가유공자+장애우+학생)+20(정기회원+단체 20인이상+예술인패스),,http://art.geumjeong.go.kr/,,Y,부산광역시 금정구 체육공원로 7(구서동),,35.24591888,129.094474,2026-03-15,3350000,부산광역시 금정구
"제927회 금정수요음악회 <피아니스트 4인4색 - 빛과 원시, 피아노로 그린 발레>",금정문화회관 은빛샘홀,실내악공연,2026-05-27,2026-05-27,19:30,21:30,유료,금정문화회관,금정문화회관,051-519-5664,,370,1만원,초등학생 이상 관람가,50(국가유공자+장애우+학생)+20(정기회원+단체 20인이상+예술인패스),,http://art.geumjeong.go.kr/,,Y,부산광역시 금정구 체육공원로 7(구서동),,35.24591888,129.094474,2026-03-15,3350000,부산광역시 금정구
제926회 금정수요음악회 <Borderless Swing>,금정문화회관 은빛샘홀,재즈공연,2026-05-20,2026-05-20,19:30,21:30,유료,금정문화회관,금정문화회관,051-519-5664,,370,1만원,초등학생 이상 관람가,50(국가유공자+장애우+학생)+20(정기회원+단체 20인이상+예술인패스),,http://art.geumjeong.go.kr/,,Y,부산광역시 금정구 체육공원로 7(구서동),,35.24591888,129.094474,2026-03-15,3350000,부산광역시 금정구
제925회 금정수요음악회 <스트링콰르텟 클레다의 ‘파리의 밤’>,금정문화회관 은빛샘홀,실내악공연,2026-05-13,2026-05-13,19:30,21:30,유료,금정문화회관,금정문화회관,051-519-5664,,370,1만원,초등학생 이상 관람가,50(국가유공자+장애우+학생)+20(정기회원+단체 20인이상+예술인패스),,http://art.geumjeong.go.kr/,,Y,부산광역시 금정구 체육공원로 7(구서동),,35.24591888,129.094474,2026-03-15,3350000,부산광역시 금정구
제924회 금정수요음악회 <한수연과 조아란의 동화 속 음악 여행>,금정문화회관 은빛샘홀,실내악공연,2026-05-06,2026-05-06,19:30,21:30,유료,금정문화회관,금정문화회관,051-519-5664,,370,1만원,초등학생 이상 관람가,50(국가유공자+장애우+학생)+20(정기회원+단체 20인이상+예술인패스),,http://art.geumjeong.go.kr/,,Y,부산광역시 금정구 체육공원로 7(구서동),,35.24591888,129.094474,2026-03-15,3350000,부산광역시 금정구
